EmployeeID,EmployeeName,Gender,Age,Department,JobRole,Salary,Bonus,PerformanceRating,TrainingHours,AttendancePercent,LeaveDays,OvertimeHours,WorkMode,RecruitmentSource,JobSatisfaction,Attrition,AttritionFlag,AgeGroup,SalaryBand,AttendanceStatus,LeaveCategory
EMP0471,Employee_471,Male,24,HR,Specialist,114640,7933,3,20,99.3,7,5,Hybrid,Website,5,Yes,1,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0472,Employee_472,Female,35,HR,Manager,92509,5476,3,25,94.8,8,6,Remote,Website,2,Yes,1,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0473,Employee_473,Male,37,HR,Analyst,106406,13853,4,99,81.1,25,36,Hybrid,Website,5,No,0,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0474,Employee_474,Female,31,IT,Director,134220,7928,3,70,97.7,1,17,Hybrid,Agency,4,Yes,1,30-39,High (>$120k),Excellent,Low (<5 days)
EMP0475,Employee_475,Female,50,Finance,Director,79519,2080,3,89,77.3,15,22,Remote,LinkedIn,4,No,0,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0476,Employee_476,Non-Binary,31,Operations,Specialist,89649,6089,3,16,86.7,5,37,Hybrid,LinkedIn,2,No,0,30-39,Medium ($70k-$120k),Good,Low (<5 days)
EMP0477,Employee_477,Male,33,HR,Director,74524,7797,3,25,97.2,20,0,On-site,Website,2,No,0,30-39,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0478,Employee_478,Female,51,HR,Manager,136493,17245,3,25,91,20,3,On-site,Agency,3,No,0,50+,High (>$120k),Good,High (>15 days)
EMP0479,Employee_479,Female,22,HR,Analyst,73885,8346,2,49,85.3,25,34,Hybrid,Referral,1,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0480,Employee_480,Female,26,Finance,Manager,84369,19878,3,21,82.3,26,22,Remote,Website,1,Yes,1,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0481,Employee_481,Female,41,Sales,Executive,141132,904,3,44,84.4,18,26,Remote,Referral,1,Yes,1,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0482,Employee_482,Female,29,Sales,Specialist,135402,17653,3,30,87.7,27,25,Remote,Referral,4,Yes,1,<30 (Gen Z/Young Millennial),High (>$120k),Good,High (>15 days)
EMP0483,Employee_483,Male,33,IT,Director,70676,16788,3,59,83,7,7,Hybrid,Agency,1,No,0,30-39,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0484,Employee_484,Female,22,Sales,Executive,104093,9974,3,52,99.2,13,15,Hybrid,Agency,3,Yes,1,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0485,Employee_485,Female,41,HR,Director,87764,1184,2,26,98.3,23,2,On-site,LinkedIn,3,No,0,40-49,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0486,Employee_486,Female,49,HR,Analyst,90799,1725,3,41,96.8,15,31,Remote,LinkedIn,1,Yes,1,40-49,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0487,Employee_487,Male,58,HR,Analyst,119414,11380,4,50,85.5,11,4,Hybrid,Agency,2,Yes,1,50+,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0488,Employee_488,Male,58,IT,Analyst,145296,13057,3,15,92.3,4,19,Hybrid,Website,3,No,0,50+,High (>$120k),Good,Low (<5 days)
EMP0489,Employee_489,Female,33,HR,Director,133095,5606,3,97,97.6,23,13,Hybrid,LinkedIn,2,No,0,30-39,High (>$120k),Excellent,High (>15 days)
EMP0490,Employee_490,Female,58,Sales,Executive,152082,3956,3,36,96.3,25,31,Remote,Referral,4,No,0,50+,High (>$120k),Excellent,High (>15 days)
EMP0491,Employee_491,Male,49,Finance,Analyst,112307,16555,3,29,85.4,23,25,Remote,Website,3,No,0,40-49,Medium ($70k-$120k),Good,High (>15 days)
EMP0492,Employee_492,Female,36,Finance,Executive,122062,18690,3,34,77.8,18,5,On-site,Referral,2,No,0,30-39,High (>$120k),Needs Attention,High (>15 days)
EMP0493,Employee_493,Male,27,Operations,Director,135432,16081,3,75,76.9,17,35,Remote,Agency,1,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0494,Employee_494,Male,41,Sales,Executive,71923,421,3,18,89.4,8,39,Hybrid,Referral,4,No,0,40-49,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0495,Employee_495,Male,35,HR,Director,157449,5540,1,62,91.1,1,4,On-site,Website,5,No,0,30-39,High (>$120k),Good,Low (<5 days)
EMP0496,Employee_496,Male,23,Finance,Director,141739,16288,3,70,96.2,24,12,Remote,Agency,5,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Excellent,High (>15 days)
EMP0497,Employee_497,Female,30,Sales,Specialist,144926,15966,3,47,82.3,19,31,Remote,Website,1,No,0,30-39,High (>$120k),Needs Attention,High (>15 days)
EMP0498,Employee_498,Male,58,Finance,Director,118388,15882,1,12,79.2,11,15,Remote,Referral,4,No,0,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0499,Employee_499,Non-Binary,41,HR,Director,87574,4675,3,93,84.5,28,0,Remote,Website,4,No,0,40-49,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0500,Employee_500,Non-Binary,47,Finance,Manager,83391,9082,5,79,83.8,1,12,Hybrid,Agency,4,Yes,1,40-49,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0501,Employee_501,Female,50,Operations,Analyst,93664,13009,3,64,78.3,9,10,Remote,Referral,4,No,0,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0502,Employee_502,Female,22,Operations,Specialist,107384,6748,3,10,91.8,0,7,Hybrid,Referral,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,Low (<5 days)
EMP0503,Employee_503,Male,56,Finance,Specialist,71027,6103,4,79,87.7,3,24,Hybrid,LinkedIn,2,No,0,50+,Medium ($70k-$120k),Good,Low (<5 days)
EMP0504,Employee_504,Female,27,Sales,Specialist,75464,17857,3,54,93,24,39,Hybrid,LinkedIn,4,Yes,1,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0505,Employee_505,Female,58,Sales,Manager,74485,19627,3,56,83.8,11,31,On-site,Website,2,No,0,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0506,Employee_506,Male,26,Sales,Director,59456,18565,4,88,83.1,8,23,Hybrid,LinkedIn,4,Yes,1,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0507,Employee_507,Female,54,Finance,Analyst,114795,19480,4,35,86.8,3,27,Remote,LinkedIn,3,No,0,50+,Medium ($70k-$120k),Good,Low (<5 days)
EMP0508,Employee_508,Female,35,Sales,Executive,75554,11348,3,23,96.9,8,13,On-site,LinkedIn,3,Yes,1,30-39,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0509,Employee_509,Female,33,HR,Director,86922,9782,3,63,76,27,2,Remote,LinkedIn,3,No,0,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0510,Employee_510,Female,41,Operations,Manager,53409,5882,3,80,95.1,5,35,Hybrid,Agency,4,No,0,40-49,Low (<$70k),Excellent,Low (<5 days)
EMP0511,Employee_511,Female,45,HR,Director,109327,5798,5,55,84.2,0,26,Remote,Agency,2,Yes,1,40-49,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0512,Employee_512,Male,55,Sales,Director,131400,9627,3,40,96.4,9,19,On-site,LinkedIn,5,No,0,50+,High (>$120k),Excellent,Medium (5-15 days)
EMP0513,Employee_513,Female,46,HR,Manager,76639,8415,2,97,95.1,28,14,On-site,Website,1,No,0,40-49,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0514,Employee_514,Female,50,Sales,Specialist,140110,12466,4,68,83.7,13,26,Remote,Agency,5,Yes,1,50+,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0515,Employee_515,Male,52,Finance,Specialist,103627,9846,3,38,92.3,21,27,Remote,LinkedIn,4,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0516,Employee_516,Male,44,HR,Analyst,123424,12720,2,26,79,24,24,Remote,Agency,3,No,0,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0517,Employee_517,Male,59,Finance,Analyst,59692,9145,3,23,97.4,28,32,On-site,Referral,3,No,0,50+,Low (<$70k),Excellent,High (>15 days)
EMP0518,Employee_518,Female,41,Finance,Specialist,129037,4524,3,45,85.1,17,13,Hybrid,Agency,2,Yes,1,40-49,High (>$120k),Good,High (>15 days)
EMP0519,Employee_519,Non-Binary,44,IT,Executive,118840,6559,4,67,86.4,5,7,Remote,Agency,4,No,0,40-49,Medium ($70k-$120k),Good,Low (<5 days)
EMP0520,Employee_520,Male,37,Sales,Director,94200,7620,3,33,92.6,17,13,Hybrid,Website,5,No,0,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0521,Employee_521,Female,29,Operations,Executive,133063,19158,4,72,95.5,19,0,On-site,Agency,4,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Excellent,High (>15 days)
EMP0522,Employee_522,Male,42,Sales,Director,97415,3124,3,34,80.9,15,15,Remote,Website,4,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0523,Employee_523,Female,22,Operations,Specialist,58074,8671,2,68,91.5,14,17,Remote,Referral,3,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Good,Medium (5-15 days)
EMP0524,Employee_524,Female,29,Sales,Analyst,55549,11706,5,41,84.8,15,6,On-site,LinkedIn,5,Yes,1,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0525,Employee_525,Female,50,Finance,Analyst,69963,17737,3,91,84.2,7,14,Remote,Website,1,Yes,1,50+,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0526,Employee_526,Male,53,HR,Executive,131456,12070,3,27,92.3,12,23,Hybrid,Agency,3,No,0,50+,High (>$120k),Good,Medium (5-15 days)
EMP0527,Employee_527,Male,59,HR,Analyst,136362,8134,3,46,84.7,22,12,On-site,Agency,5,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0528,Employee_528,Male,26,IT,Specialist,141607,924,4,35,83.7,10,8,On-site,Website,2,Yes,1,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,Medium (5-15 days)
EMP0529,Employee_529,Male,43,Operations,Executive,92265,18554,3,18,95.9,27,14,Remote,Referral,3,No,0,40-49,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0530,Employee_530,Female,55,Operations,Director,56061,5506,3,73,77.5,28,34,On-site,LinkedIn,2,No,0,50+,Low (<$70k),Needs Attention,High (>15 days)
EMP0531,Employee_531,Female,22,Operations,Analyst,98226,13650,2,81,91.9,24,23,Remote,Agency,3,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0532,Employee_532,Non-Binary,47,Finance,Manager,68810,2395,3,29,81.2,6,32,Remote,Referral,4,Yes,1,40-49,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0533,Employee_533,Non-Binary,31,Operations,Analyst,100006,15310,4,63,75.4,16,15,On-site,LinkedIn,5,Yes,1,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0534,Employee_534,Female,51,HR,Director,153502,8226,3,95,79.2,17,7,Remote,LinkedIn,2,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0535,Employee_535,Female,39,Finance,Executive,62800,11781,3,92,90.2,21,28,Hybrid,Agency,3,No,0,30-39,Low (<$70k),Good,High (>15 days)
EMP0536,Employee_536,Female,38,Sales,Director,156192,5515,3,39,92.7,22,22,Hybrid,Website,2,No,0,30-39,High (>$120k),Good,High (>15 days)
EMP0537,Employee_537,Female,47,Operations,Manager,148959,19054,3,62,75.5,18,30,Remote,Agency,3,No,0,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0538,Employee_538,Male,29,Operations,Specialist,147228,3365,4,72,75.9,24,39,Hybrid,Agency,3,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0539,Employee_539,Male,33,Sales,Analyst,115476,16972,3,20,97.6,12,13,Remote,Agency,1,No,0,30-39,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0540,Employee_540,Male,48,Operations,Executive,109460,11410,5,40,76.8,14,29,Hybrid,Referral,1,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0541,Employee_541,Female,29,Sales,Specialist,97767,19522,3,58,97.4,22,38,On-site,Website,1,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,High (>15 days)
EMP0542,Employee_542,Female,46,Finance,Director,68054,9095,3,96,80.7,29,26,Remote,Referral,2,No,0,40-49,Low (<$70k),Needs Attention,High (>15 days)
EMP0543,Employee_543,Male,25,HR,Executive,115319,10361,4,28,93.5,21,15,Remote,Agency,4,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0544,Employee_544,Female,54,Sales,Specialist,142789,8531,3,21,82.7,28,5,Remote,Website,3,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0545,Employee_545,Female,22,IT,Executive,85397,4270,3,24,96.5,21,32,Remote,LinkedIn,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,High (>15 days)
EMP0546,Employee_546,Male,40,Sales,Manager,53233,9906,5,40,92.5,0,17,Remote,Website,1,No,0,40-49,Low (<$70k),Good,Low (<5 days)
EMP0547,Employee_547,Male,52,Operations,Manager,151205,16940,2,52,85,28,15,Remote,Agency,2,No,0,50+,High (>$120k),Good,High (>15 days)
EMP0548,Employee_548,Female,37,Finance,Analyst,130020,11279,2,46,76.9,15,11,On-site,Website,2,No,0,30-39,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0549,Employee_549,Female,35,Finance,Analyst,65068,5452,3,88,93.3,4,19,On-site,LinkedIn,2,No,0,30-39,Low (<$70k),Good,Low (<5 days)
EMP0550,Employee_550,Female,26,Sales,Manager,105727,19951,3,38,90.4,25,39,Hybrid,LinkedIn,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0551,Employee_551,Female,47,HR,Executive,130610,6477,3,35,75.1,2,28,Remote,Website,5,No,0,40-49,High (>$120k),Needs Attention,Low (<5 days)
EMP0552,Employee_552,Female,49,IT,Manager,110453,17400,1,11,75.2,22,29,Hybrid,LinkedIn,1,No,0,40-49,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0553,Employee_553,Female,23,Finance,Analyst,144135,6470,1,93,95.2,9,25,Hybrid,Referral,5,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Excellent,Medium (5-15 days)
EMP0554,Employee_554,Female,27,Operations,Manager,65832,2062,4,24,81.5,18,21,On-site,Website,1,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,High (>15 days)
EMP0555,Employee_555,Female,30,Operations,Manager,148464,9030,2,13,90.9,4,32,Hybrid,LinkedIn,5,No,0,30-39,High (>$120k),Good,Low (<5 days)
EMP0556,Employee_556,Male,54,HR,Executive,126242,19880,3,95,86.4,6,38,On-site,LinkedIn,5,No,0,50+,High (>$120k),Good,Medium (5-15 days)
EMP0557,Employee_557,Male,46,Finance,Specialist,53682,1813,3,59,96.6,13,28,Hybrid,Website,5,No,0,40-49,Low (<$70k),Excellent,Medium (5-15 days)
EMP0558,Employee_558,Male,34,Sales,Analyst,132298,11671,3,47,97.9,2,21,Remote,Referral,1,No,0,30-39,High (>$120k),Excellent,Low (<5 days)
EMP0559,Employee_559,Female,30,Operations,Executive,63383,14308,1,32,99.9,12,12,Hybrid,Website,3,No,0,30-39,Low (<$70k),Excellent,Medium (5-15 days)
EMP0560,Employee_560,Female,34,HR,Manager,98160,2313,4,68,78.8,12,8,On-site,LinkedIn,1,No,0,30-39,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0561,Employee_561,Female,52,Finance,Manager,133332,9706,1,99,96.6,9,23,On-site,Website,3,No,0,50+,High (>$120k),Excellent,Medium (5-15 days)
EMP0562,Employee_562,Male,32,Finance,Specialist,63666,17615,4,84,81.7,1,14,On-site,LinkedIn,2,No,0,30-39,Low (<$70k),Needs Attention,Low (<5 days)
EMP0563,Employee_563,Male,25,Finance,Analyst,98817,9837,4,37,89.8,5,35,Hybrid,Agency,2,Yes,1,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,Low (<5 days)
EMP0564,Employee_564,Male,55,Finance,Analyst,131198,5831,3,75,87.6,7,12,Hybrid,Website,1,No,0,50+,High (>$120k),Good,Medium (5-15 days)
EMP0565,Employee_565,Male,59,Finance,Director,150695,19383,3,17,75.4,3,26,On-site,Website,3,No,0,50+,High (>$120k),Needs Attention,Low (<5 days)
EMP0566,Employee_566,Female,25,Operations,Analyst,74642,19824,3,38,98.3,24,36,Remote,LinkedIn,3,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,High (>15 days)
EMP0567,Employee_567,Male,59,HR,Specialist,81830,4056,3,20,77,11,6,Remote,LinkedIn,3,Yes,1,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0568,Employee_568,Male,40,Finance,Director,143067,305,4,27,92.2,27,7,Hybrid,LinkedIn,2,Yes,1,40-49,High (>$120k),Good,High (>15 days)
EMP0569,Employee_569,Female,27,IT,Director,50234,14347,4,64,94.6,14,36,Hybrid,LinkedIn,1,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Good,Medium (5-15 days)
EMP0570,Employee_570,Male,55,IT,Manager,97616,1689,3,59,94.9,7,13,On-site,Website,4,No,0,50+,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0571,Employee_571,Male,39,HR,Manager,49221,3917,3,23,78.4,6,11,Hybrid,LinkedIn,3,No,0,30-39,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0572,Employee_572,Female,34,Sales,Analyst,51410,2936,4,83,86.2,13,35,Hybrid,Website,3,No,0,30-39,Low (<$70k),Good,Medium (5-15 days)
EMP0573,Employee_573,Male,44,Sales,Director,120055,3862,5,18,95.7,22,39,On-site,Referral,4,No,0,40-49,High (>$120k),Excellent,High (>15 days)
EMP0574,Employee_574,Female,40,Sales,Manager,101413,14506,3,20,82.6,18,16,On-site,Website,1,No,0,40-49,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0575,Employee_575,Female,32,IT,Specialist,41051,14318,3,72,86.7,13,39,Hybrid,LinkedIn,3,No,0,30-39,Low (<$70k),Good,Medium (5-15 days)
EMP0576,Employee_576,Female,22,Sales,Manager,150529,15300,3,85,81.8,21,28,Remote,LinkedIn,1,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0577,Employee_577,Male,45,Operations,Manager,115301,5649,5,76,86.6,12,26,Hybrid,Referral,3,Yes,1,40-49,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0578,Employee_578,Female,28,Finance,Director,116918,19645,2,62,97.2,28,0,Remote,Website,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,High (>15 days)
EMP0579,Employee_579,Male,46,IT,Director,118116,18203,3,48,86.4,20,33,Remote,Referral,3,No,0,40-49,Medium ($70k-$120k),Good,High (>15 days)
EMP0580,Employee_580,Male,42,HR,Executive,96563,15674,3,87,88.9,0,3,Remote,Website,5,No,0,40-49,Medium ($70k-$120k),Good,Low (<5 days)
EMP0581,Employee_581,Male,36,HR,Specialist,137859,17726,3,65,85.1,26,23,On-site,LinkedIn,1,No,0,30-39,High (>$120k),Good,High (>15 days)
EMP0582,Employee_582,Non-Binary,22,Finance,Director,84757,5560,3,37,86.5,18,20,On-site,Website,3,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0583,Employee_583,Male,33,IT,Analyst,117475,15451,5,84,75.4,28,32,On-site,LinkedIn,2,No,0,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0584,Employee_584,Male,28,Sales,Specialist,91257,18610,2,48,82.1,27,6,Hybrid,LinkedIn,2,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0585,Employee_585,Female,36,Sales,Specialist,135500,1079,3,34,85.9,0,0,On-site,Agency,4,No,0,30-39,High (>$120k),Good,Low (<5 days)
EMP0586,Employee_586,Male,42,Operations,Director,40307,13983,2,30,90.8,3,2,On-site,Agency,2,No,0,40-49,Low (<$70k),Good,Low (<5 days)
EMP0587,Employee_587,Male,40,Operations,Specialist,96889,15327,3,19,86.3,9,14,Hybrid,Website,5,Yes,1,40-49,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0588,Employee_588,Male,50,Sales,Director,108895,12755,3,52,83.4,2,30,Hybrid,LinkedIn,2,No,0,50+,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0589,Employee_589,Male,46,HR,Manager,135184,7235,3,24,84.7,26,15,Remote,Referral,2,Yes,1,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0590,Employee_590,Male,54,HR,Executive,75944,17197,3,92,81.1,19,9,Hybrid,LinkedIn,2,Yes,1,50+,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0591,Employee_591,Male,53,Operations,Manager,139555,2031,3,57,98.1,8,28,Hybrid,Referral,3,No,0,50+,High (>$120k),Excellent,Medium (5-15 days)
EMP0592,Employee_592,Female,56,Finance,Director,78134,8514,2,95,88,2,5,On-site,Website,4,No,0,50+,Medium ($70k-$120k),Good,Low (<5 days)
EMP0593,Employee_593,Male,59,Sales,Director,67323,9095,3,30,75.3,27,28,Remote,Website,1,No,0,50+,Low (<$70k),Needs Attention,High (>15 days)
EMP0594,Employee_594,Male,47,Operations,Manager,156205,14287,5,69,75.5,5,16,Remote,Referral,4,No,0,40-49,High (>$120k),Needs Attention,Low (<5 days)
EMP0595,Employee_595,Female,32,Operations,Analyst,111762,5911,4,59,99.3,5,21,Hybrid,Referral,5,No,0,30-39,Medium ($70k-$120k),Excellent,Low (<5 days)
EMP0596,Employee_596,Male,56,Sales,Analyst,127225,11695,3,32,80.5,22,23,On-site,LinkedIn,3,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0597,Employee_597,Female,29,Sales,Analyst,136507,19037,3,22,95.1,24,16,On-site,Website,3,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Excellent,High (>15 days)
EMP0598,Employee_598,Male,35,HR,Director,65954,3340,4,78,76.5,11,20,On-site,LinkedIn,2,No,0,30-39,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0599,Employee_599,Male,31,Finance,Specialist,95021,7876,1,13,98,22,10,On-site,Referral,2,No,0,30-39,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0600,Employee_600,Male,23,Finance,Director,129959,15896,4,87,96.9,29,6,Hybrid,Agency,5,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Excellent,High (>15 days)
EMP0601,Employee_601,Male,30,Sales,Specialist,135927,12435,4,81,89.3,0,38,On-site,Agency,3,No,0,30-39,High (>$120k),Good,Low (<5 days)
EMP0602,Employee_602,Male,24,IT,Manager,119866,1141,2,18,75.2,15,4,Remote,Agency,1,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0603,Employee_603,Male,42,Operations,Executive,110427,19281,3,44,81.4,23,20,Remote,Referral,4,Yes,1,40-49,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0604,Employee_604,Male,47,Operations,Specialist,44992,9281,5,30,85.2,4,17,Hybrid,LinkedIn,3,No,0,40-49,Low (<$70k),Good,Low (<5 days)
EMP0605,Employee_605,Male,29,Sales,Analyst,41961,2038,3,67,86.5,8,34,On-site,Website,1,Yes,1,<30 (Gen Z/Young Millennial),Low (<$70k),Good,Medium (5-15 days)
EMP0606,Employee_606,Male,23,IT,Director,52497,4270,1,27,82.4,9,19,On-site,Referral,1,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0607,Employee_607,Male,27,HR,Manager,157551,10046,3,81,75.8,12,14,On-site,Agency,4,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,Medium (5-15 days)
EMP0608,Employee_608,Male,49,Sales,Analyst,72551,4683,3,90,89.8,14,4,On-site,LinkedIn,1,No,0,40-49,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0609,Employee_609,Male,50,Sales,Manager,116384,16878,3,52,88.1,11,12,Hybrid,Website,5,No,0,50+,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0610,Employee_610,Female,47,Operations,Executive,95755,7116,3,15,82.1,4,11,On-site,Website,1,No,0,40-49,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0611,Employee_611,Male,46,Sales,Director,53255,1784,5,95,75.9,4,20,Hybrid,Referral,5,No,0,40-49,Low (<$70k),Needs Attention,Low (<5 days)
EMP0612,Employee_612,Female,33,Sales,Director,44567,19894,3,87,99.9,27,36,On-site,Referral,1,No,0,30-39,Low (<$70k),Excellent,High (>15 days)
EMP0613,Employee_613,Female,26,Sales,Executive,88847,3786,3,76,87,27,5,On-site,Website,2,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0614,Employee_614,Male,55,Operations,Director,144817,9190,3,21,93.9,29,6,Remote,Website,1,No,0,50+,High (>$120k),Good,High (>15 days)
EMP0615,Employee_615,Female,58,HR,Specialist,88003,5428,3,21,86.3,17,25,Hybrid,Agency,5,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0616,Employee_616,Female,36,HR,Manager,60389,6681,3,75,76.1,11,7,Remote,Website,1,No,0,30-39,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0617,Employee_617,Male,57,Sales,Analyst,84523,6893,5,11,82.7,26,8,Hybrid,Referral,1,No,0,50+,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0618,Employee_618,Male,36,Operations,Executive,101576,12661,4,24,83,2,26,On-site,LinkedIn,1,No,0,30-39,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0619,Employee_619,Female,44,HR,Specialist,83919,14892,3,32,96,25,3,On-site,Agency,5,No,0,40-49,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0620,Employee_620,Female,27,HR,Analyst,122103,9643,3,38,91.4,24,20,Hybrid,Agency,1,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Good,High (>15 days)
EMP0621,Employee_621,Male,42,HR,Analyst,43358,9943,3,90,81.9,6,30,Remote,Website,4,No,0,40-49,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0622,Employee_622,Male,44,Operations,Executive,128535,10472,3,16,99.2,16,20,Hybrid,LinkedIn,4,No,0,40-49,High (>$120k),Excellent,High (>15 days)
EMP0623,Employee_623,Male,37,Operations,Specialist,147894,12992,3,37,83,18,39,Hybrid,Agency,5,No,0,30-39,High (>$120k),Needs Attention,High (>15 days)
EMP0624,Employee_624,Male,36,Sales,Analyst,116524,11126,3,23,100,27,24,On-site,Referral,2,No,0,30-39,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0625,Employee_625,Female,46,Finance,Analyst,145982,6869,5,53,99.9,17,38,Remote,Website,4,Yes,1,40-49,High (>$120k),Excellent,High (>15 days)
